,price
54319,7950
78542,6120
20749,1227
31826,1712
148961,13744
131742,1240
14683,675
48008,12121
23878,7411
18453,14787
9277,382
33665,1154
68842,1125
34001,8381
8026,1395
120927,3018
109162,729
130526,631
133962,1753
87923,1753
337,1944
35469,10709
127619,2652
27197,4106
129974,2936
34485,872
153407,655
79698,530
3160,7328
9616,3387
21490,7534
25897,3507
2382,1948
90101,4980
36994,11708
6476,572
24151,5315
13159,10221
37548,802
76848,4861
11064,13849
1521,5094
118094,711
14973,1707
55480,1655
92910,397
2763,827
51717,4612
133653,2473
77535,11019
41153,918
27973,958
19656,4389
23185,1226
42215,7424
34872,4140
37405,5078
43949,720
69300,1915
4234,408
4994,1241
130830,1056
118696,7272
26024,3750
135506,2156
11676,1752
717,8870
95430,568
43954,630
36708,5937
27048,1789
14671,3353
108117,7587
9486,13127
121948,2630
59191,4972
51831,999
42056,5027
129048,11248
140431,6375
6289,969
24111,1417
141727,1720
6912,2052
36468,743
40142,8954
8344,4256
50940,4763
123130,500
65048,1786
39082,694
143888,5120
36413,1046
192,3994
90932,4903
111718,743
6223,3871
37769,1269
15810,1698
130841,3417
58692,2572
120076,15708
61510,4676
71696,767
119639,736
84607,11602
37158,591
93500,524
70463,4064
5130,3187
141871,765
35765,5814
143279,6202
43937,8505
132992,2158
32267,1408
136690,2147
6263,2030
8640,7151
80201,2536
100546,625
49170,1125
36320,2415
85280,1000
15534,984
8328,1664
19584,567
122439,981
54935,773
102811,1264
3453,633
44942,394
23435,8359
49298,2131
97406,2388
24075,4676
69166,504
121866,2536
110107,4704
22527,1755
29345,552
43939,1786
99977,702
152185,599
89037,13599
41458,926
7168,710
70269,1813
107216,2340
38694,6762
144989,6060
20263,6890
14955,4851
17819,2513
123364,384
37590,1777
109814,642
5520,4770
30530,1758
8329,1319
20803,2607
23199,10126
93782,552
1700,872
93422,3511
111900,2565
51925,1179
27518,14119
6968,2441
113053,10080
16322,2211
34761,4229
9068,1018
66197,844
56358,612
84514,2441
35148,743
113650,526
17413,774
131208,2816
124116,517
23408,561
7030,539
142159,4412
84774,4969
61753,852
81257,5236
62061,678
91683,4486
24730,2942
35594,946
69463,791
14387,2095
2703,1790
126270,2704
9042,420
57620,1600
134678,2832
152297,1970
35098,5400
77243,6596
2187,4504
128128,4591
12356,3715
82722,17452
147026,5864
63059,1073
47406,2970
11650,9032
7388,13777
49393,1819
149524,11976
113499,2134
11743,14482
100336,3726
25500,3494
5103,604
13652,4798
31781,5198
67173,891
32918,5415
106616,4465
95985,14040
76709,8258
13261,3014
35842,12423
1612,622
138368,7553
31707,3377
29493,1063
30336,2377
101948,938
17308,576
28927,6223
97493,771
88835,737
7352,473
126649,2960
46218,18166
10751,9100
106133,1187
81982,1997
631,8763
73233,8431
23409,865
5668,3217
14720,2633
130299,994
19641,3135
26045,4235
107237,1085
70843,6032
63610,2635
135530,7692
20025,15825
101121,13092
85178,2673
143927,521
149329,2598
86664,7900
92708,1044
91829,2046
150368,16512
20017,4304
85947,4249
8024,4879
384,1965
5275,1995
19730,15030
23248,2455
82409,3323
9672,616
110317,7182
10103,561
1014,5408
97088,4484
869,12030
100297,450
110253,1624
113143,1882
14924,9900
19540,1746
138682,2677
136355,2185
2363,1114
66897,8778
116214,990
58671,13034
34397,898
143697,499
67087,2802
86346,1104
26703,17451
53053,1144
27586,9332
119729,874
73788,931
10442,738
112935,4844
152353,2928
5039,10478
21869,568
60128,15193
103998,506
103423,5729
54318,945
95667,8938
62943,7028
132206,10147
123030,968
43764,710
10278,814
93863,6830
10451,485
4017,1740
75945,4466
91176,9301
4138,5645
44816,1030
6157,9810
90009,2811
130970,14278
133498,14945
69212,2596
50516,889
138746,1605
27145,17448
150946,603
78513,864
116506,625
82289,15760
109200,1438
70821,1689
73903,798
30981,1327
565,833
121759,524
12905,5293
2093,750
81132,530
76872,1764
106121,577
1920,2093
65618,478
18265,5645
60272,579
41243,9105
55276,4004
84381,3217
123489,4642
93027,4419
1813,3114
99575,1170
125844,9702
134066,1273
103061,2473
48442,4242
146510,2506
62260,17422
31775,1439
42137,1119
2642,1257
74816,5243
40387,2333
29084,1692
18689,18541
51707,13904
54330,960
13177,1115
22014,1046
94767,1395
111072,5486
12360,8903
3849,449
1306,6120
10724,772
128133,968
150305,1019
130356,1265
30109,672
147265,595
26990,880
61842,11886
111541,854
68136,7495
153619,5867
30949,10349
94876,3882
60710,15619
97718,1809
90265,2699
135189,2839
88229,7257
76361,10171
103937,1011
17381,7679
32088,1033
22625,537
45833,11455
59778,4078
28230,687
126155,1040
118490,2721
145328,8572
128467,655
110041,2285
133060,3325
62120,9069
2131,1845
62875,12998
95556,465
147973,2150
141633,673
31526,538
104092,13015
31059,3951
25991,4808
94776,1003
51913,1708
55633,3270
89116,1100
22931,4969
122332,1171
104245,7137
75277,1890
21484,5632
81486,4469
117126,5480
134837,3044
37450,1826
46220,4304
138918,2805
84526,12698
77789,731
26049,914
122746,4126
81938,485
118248,427
118639,575
85024,625
31802,6163
887,11009
154692,4042
141880,3991
19552,3748
66960,718
147595,1698
92036,1177
59722,11088
150653,1059
87051,6006
131184,7209
106464,879
72827,7965
147271,3996
37327,1056
53747,1151
46289,2777
11442,1882
86610,2106
142326,1153
24335,2364
142961,6484
127426,5322
19740,1577
127815,2767
148338,1698
19477,894
64887,420
91649,18578
27798,8954
125355,7294
147907,1050
121950,4476
56408,4426
1481,492
32298,1550
4986,504
29029,3838
35531,2487
58002,6373
144866,3752
67391,802
113903,6652
99303,8726
131461,579
109903,1094
39194,5342
149696,10291
131060,3053
141650,4137
103591,5410
32398,10443
70533,8448
4176,10996
88791,11011
22028,1752
13778,4591
70305,382
26659,12932
26400,879
109369,5410
4173,11886
18919,9548
34675,738
24618,1046
41328,2240
71569,10499
73155,5938
33919,7636
129887,4381
50719,1641
85091,1605
44814,6653
75225,4274
105410,12812
37256,6366
29526,561
34998,3908
92268,5518
174,713
149359,4116
25675,2203
41520,6509
12390,5132
132610,1785
11274,3665
42291,5087
13339,911
62021,969
21644,1711
84040,2400
66216,4290
13050,12810
150945,536
101968,4400
33276,2564
9148,4974
13689,1786
65942,2317
91118,4584
150528,4149
126374,993
138335,571
85774,4309
20583,2037
122049,2088
95102,15594
10728,1393
33872,2856
77603,10962
133682,1723
18926,9095
133872,3994
8059,1804
142180,1125
142228,4347
32920,2259
78958,2131
68368,9088
27128,4558
12297,3162
69087,4503
52874,6521
139784,4637
78077,5350
7095,802
102842,6969
23349,4690
134345,1044
10014,1163
21260,14112
110138,7806
57615,621
15088,7280
18375,4415
2708,766
28884,710
136213,18495
3341,5921
126479,976
138286,8295
101754,4052
130429,761
147661,878
65458,1087
30106,11180
25711,10968
154136,858
144228,5071
11731,2016
57649,1272
51001,4811
93526,13506
153484,17689
2778,624
60142,852
45475,3694
95742,5166
151538,10321
111435,1786
75715,14648
153390,8001
90453,1618
38578,8669
33941,13899
38402,4452
29673,1622
85076,596
112230,605
34148,1160
3832,2085
8466,918
49976,1607
13758,791
33363,4254
37044,1790
13940,923
148036,1303
20098,960
7415,2211
137686,8244
3270,2125
122808,429
147745,1591
84995,1767
10775,471
19991,12816
23282,6989
62433,561
15523,781
7122,6335
145342,17193
45095,7089
109850,1658
113943,2333
91502,5352
23190,4997
100772,10930
21240,1745
63353,10333
7769,2992
152026,5410
144941,2059
93330,6848
18565,7797
15678,3808
20700,879
125555,5851
47857,1777
26788,7198
139347,7339
74601,14105
20012,864
133251,4707
61844,8033
7812,1857
21821,4274
104601,15197
42998,6174
99003,477
66668,4771
108946,803
153698,4864
35403,2312
46002,645
133943,8228
127626,843
32789,579
78532,449
84700,1619
2750,1367
34540,907
43361,2451
91328,945
34681,1121
9256,421
118474,2474
143674,3007
6175,6001
30099,1105
112492,8596
943,545
15417,4268
63232,2107
27527,5199
28374,1559
63811,2016
66641,10277
136028,9290
106611,723
45740,3353
53521,530
130064,1651
19149,5508
151385,1630
151130,16241
126310,17761
3696,1683
106082,2498
130722,766
108125,6377
100755,732
9171,779
28482,5226
85744,12207
29788,4382
92764,401
107096,995
128498,10424
55841,1892
1456,1129
150774,998
40695,803
23816,4909
68323,7277
143369,607
66732,5743
83596,3053
81050,462
3627,2812
5722,2738
19677,1043
36737,2933
84289,745
136039,969
63227,5387
149673,1781
128727,9487
746,1395
108714,2706
19710,15615
12991,10824
139227,3160
149092,579
22601,4861
84388,447
77960,5147
3905,3579
31602,5042
87893,445
125681,928
93783,12621
101971,3438
21456,581
7526,3774
152614,524
32960,734
111086,1582
10211,2152
36191,5255
76253,9203
139271,524
149865,6485
36862,1551
50081,1619
55745,525
68431,5426
1034,981
14122,702
34064,6946
4215,9095
3642,1294
35154,11246
128389,982
7087,1071
124881,667
123765,663
123749,522
96566,868
38870,1976
63761,18164
17530,1304
87178,10787
5451,1001
89080,1415
76221,979
15449,11848
73402,10935
31279,2429
25851,652
59234,601
12867,2650
112911,4816
28328,1654
145051,571
54110,13746
108042,1207
47153,1161
486,6989
93344,13063
139883,741
131564,521
77227,2860
43527,2817
38405,4448
14067,5144
96258,4612
67293,5544
20468,2773
67468,15092
43309,2573
31433,3118
39121,2565
84565,1551
44605,2829
27076,1869
128557,669
152697,752
84703,675
47118,1107
20983,3121
3259,1115
35063,11189
23776,1791
113000,11009
5939,4632
124932,3625
16241,1337
108272,11688
142105,4366
36081,1695
80360,6449
90270,2028
18990,6539
75451,657
23989,4436
9197,15081
23091,828
32430,1073
10054,6052
74218,694
7006,17312
30468,574
126311,5387
31965,1056
118452,4689
106956,1915
96762,1389
46473,698
113688,4704
9007,6340
77240,4327
138731,7823
22383,1115
14672,4742
108048,713
37737,796
49429,7891
32049,1053
61215,2911
74707,1779
2637,766
142980,16842
98934,7708
1182,1065
152679,956
37022,4532
49067,1743
103547,3450
33870,663
52428,6596
31131,526
87265,3529
92769,6132
2204,3475
106984,4530
90306,3091
21885,2843
11308,4197
28151,5331
24046,5361
27606,1983
4426,3365
116895,10302
152008,3461
29768,16530
64110,5330
32761,2755
52870,475
26338,7848
152035,15508
31882,2024
9701,4291
46607,5390
137227,660
151165,1754
61240,4657
51955,5530
69561,910
55350,5071
40992,645
29336,1585
148980,5260
30431,9178
151519,10012
93574,13506
81029,684
6330,7203
124577,4719
114397,1076
51374,1605
71354,3847
128681,4291
20938,919
8459,9030
3866,3774
55243,499
2745,4730
76240,2308
143022,2698
20005,11455
19611,1402
102518,1179
151379,14201
21078,12168
15193,1063
132473,3927
96664,1919
12828,3977
301,3863
54131,13445
12235,4874
28027,1941
24472,4619
31881,1656
15993,3709
139088,468
19179,689
36609,6980
18199,8118
20132,3006
28172,2671
133172,436
37218,4785
62507,5174
32074,725
141365,1170
4213,1710
26672,467
9216,3053
60948,499
74083,1132
54336,789
62261,2219
47591,720
16923,4839
58283,698
31835,3141
62491,1777
154626,4166
47377,1071
122118,4769
90887,1950
18135,5285
85896,12182
57505,550
107692,852
76396,5966
3961,830
27382,1408
34773,2371
127927,2838
118581,2573
52389,6870
20808,4119
29320,844
81423,4281
26654,17294
111715,9482
1186,10305
27364,648
2257,1295
38342,631
54120,545
5355,945
123106,1063
106239,4870
87697,490
67055,1071
66914,5458
1813,7774
150043,1086
54575,2335
153077,3176
17508,791
45968,7134
125737,2913
66852,492
5842,803
105426,982
16211,6194
78356,1076
75357,1017
54040,2002
111022,8164
93635,537
120592,648
98826,1415
34486,2274
29796,5052
15372,1270
98538,873
143252,11776
85716,9281
94230,3120
71854,5376
127881,4517
23478,5226
44760,9050
92122,8736
62368,904
15343,1870
32441,5285
129714,1119
120779,702
24909,5001
133296,6596
91218,8212
19362,3016
113550,576
147281,8146
136643,732
136865,5794
29598,7693
32402,3461
19008,533
106122,1711
17841,7226
55103,3059
80811,2761
11419,668
153512,8669
34375,13853
62551,4534
27990,1326
153808,521
26917,477
20971,6808
50961,7154
8111,755
89081,2868
58608,1308
54238,6066
112056,675
89678,11333
24902,1787
7016,3545
46154,3330
24980,11904
21623,3548
13927,1825
146721,6444
143309,2557
74763,1350
56071,17530
71126,4229
32592,1939
84227,865
121534,838
46101,4159
14743,5411
139316,1238
107507,3323
147309,5088
104859,7365
37977,1556
143217,17433
159,646
25235,1698
132661,18028
120263,3269
89571,666
121929,14027
38333,3066
138262,705
16566,12810
6964,2270
124184,7397
111668,13360
122258,601
10538,2297
11810,5756
9418,3713
153245,8057
146664,802
129936,4372
67904,12078
28454,6229
23782,2822
101084,2902
34608,684
53117,4457
123853,2277
148694,15888
68487,505
100859,1857
10350,1069
22306,530
116185,5310
111041,8293
32913,18795
89833,3119
143521,10681
59766,1825
71312,16669
80807,552
22031,357
4434,1665
10207,5005
61388,4304
32955,5599
41869,18115
536,984
19810,743
132453,11248
100318,2182
8605,2804
122115,5927
48511,4250
54189,988
21281,1376
77064,1601
28541,10070
146110,580
75969,6539
94754,3048
151203,16854
106752,3482
11390,11434
17374,8449
138367,3819
116923,6262
8068,10824
78471,876
42727,3895
120356,2652
140836,4101
9006,1338
66624,10446
143938,1433
141958,977
11590,1741
126439,689
37672,2161
84761,13853
10503,15116
122225,4916
77842,1232
27810,1896
56622,5176
58653,8366
49847,718
81442,1013
52887,1985
143016,15970
148683,1273
51151,7906
276,13884
77949,6686
3157,1016
153385,2469
19337,1436
118325,804
12888,530
136917,2674
12402,3167
3317,18468
99441,3749
51919,1743
90102,5366
27090,765
24045,2092
1732,12400
121668,745
68026,8687
21826,1066
25147,772
40510,2512
80018,3114
111431,2239
102239,1324
146144,6566
2384,967
8016,2018
82035,6534
100167,1395
48456,1172
125438,789
150575,1591
29624,2699
41862,708
28185,2368
4612,5385
6142,6773
22190,3471
18354,758
152155,3024
113613,754
31434,9664
6600,4913
36304,886
36593,2432
104946,1799
36982,2514
144063,5999
27312,564
20878,1667
2454,5543
79063,1073
122813,760
4278,15022
72805,1664
103651,2513
106233,1695
78518,15059
95071,3612
32329,1079
38635,734
130351,5081
103065,1061
125074,11442
66418,665
13893,521
48651,13948
5903,2110
66093,1173
46099,5683
132279,912
91088,992
7684,3609
16859,12157
26086,2182
31904,14092
44789,478
4522,7932
76021,1295
150667,554
134702,3614
1708,1071
26421,2705
1056,759
132212,3345
15189,5904
118418,5534
92021,1583
35428,571
90768,1700
80388,4021
132379,3751
150023,427
34556,14882
77988,544
84754,3860
20909,3197
23054,3770
74965,829
57169,3181
20219,8743
85090,13474
55568,5617
15634,3849
144355,1668
26762,4258
58478,1922
37772,9199
55778,944
81532,5678
2093,3036
6868,477
99931,2382
85376,2146
119619,736
131430,4234
138,10317
82302,770
20163,2312
340,2713
130544,612
33096,2370
126060,2037
140641,593
112169,4001
50098,2398
136570,2634
86836,526
8556,541
76449,561
133004,1192
2352,994
146920,571
134308,12642
27716,432
110659,3357
18475,545
12789,586
59500,9494
71155,865
146045,6580
63918,5156
20538,11159
61516,4338
25372,3656
18800,6617
137416,561
6617,5381
154245,3519
3948,3154
31778,754
8036,3363
153124,720
133241,2699
29375,5546
115598,741
120956,781
149765,476
2631,3136
114650,1235
13440,503
47093,1577
7597,1114
120906,1436
98746,5778
150871,2268
42359,625
138141,11873
18631,3570
5744,1002
24729,2367
148510,5645
95040,5522
91575,863
132001,743
37684,10150
22852,3861
139839,1319
11120,2694
23712,5461
94333,3245
142810,449
44014,749
120234,4883
2011,4106
17297,2812
40379,5310
117961,832
20393,2562
21312,1691
91703,6569
15546,799
68803,4404
16817,9041
101665,1123
21948,984
128379,2285
83555,1841
66677,802
75769,1960
23989,1094
15434,1659
82279,5006
68670,1441
54312,3370
39758,579
28609,2390
79003,3018
148930,2376
100127,5967
19063,4258
93547,985
36027,6084
62493,13203
13002,452
12482,4084
121251,1654
148586,4229
10516,4612
100123,430
7461,11268
38392,14558
50583,1781
119006,490
13651,14103
74964,1656
14458,12565
7919,4132
67534,720
24652,13250
10838,7876
2282,8687
94475,684
4883,612
22785,4155
137103,936
9368,8194
6587,6177
99932,698
62068,1769
60058,2838
150611,1007
148226,1613
22833,7426
106022,776
105848,4641
64200,591
76917,3365
70194,6484
74637,460
141130,912
10824,4077
27863,2567
114889,2790
86120,596
12850,2870
71425,3763
61350,1689
145448,1262
150158,8296
520,830
20623,1115
16715,14338
102112,779
78931,10342
99239,447
10651,723
34542,1801
148049,3443
24995,2099
3744,959
38211,885
22951,876
23377,10567
67411,2695
153262,1140
134832,702
37070,5076
12034,5469
29107,936
123053,4679
113816,726
13597,4782
81348,1055
134393,12261
31612,657
153504,3312
31498,6623
78279,14037
44363,6403
8210,17024
61035,814
20413,2188
28994,810
52781,886
83276,6108
152458,3563
81554,2874
22207,639
70028,3990
22054,2704
68648,4340
49334,2805
114598,18787
20816,5621
35634,4323
33623,1881
130576,10659
4648,1017
70448,2160
136535,720
27166,526
65333,3640
136554,761
31337,12226
143677,8820
17087,1624
116656,1268
3828,789
147796,3822
96038,4906
13632,5491
17543,9870
58557,4243
148781,5204
43056,1664
54245,999
86716,17136
137868,1070
96055,1109
38568,18462
83375,13034
5410,696
73869,6309
95074,14429
42604,2083
111032,2706
214,962
5247,10019
85371,847
112082,1100
40583,13194
135450,1200
28933,4685
86795,7074
137788,6046
2726,1728
2261,1020
40197,1666
42070,3216
8541,3311
18966,1743
62824,950
11190,1394
17569,3084
100311,945
131265,4443
22785,953
38329,8005
8770,1084
30795,5455
7473,17472
19569,3544
148934,18062
149302,2573
28803,472
78002,5806
96019,4937
89906,920
145639,3178
38162,581
127795,1419
26649,956
49678,505
64046,1073
71853,5310
110155,4611
137653,3101
32174,949
59871,4465
49879,1113
9168,694
91170,4242
46403,2351
85436,789
138440,2700
72692,18124
16288,7098
138923,7789
19160,6229
44900,421
58643,2573
26714,2729
49812,1816
95998,11352
35143,4299
5379,2697
65087,788
66314,984
30520,2572
9885,9828
51631,4455
97136,1316
74813,683
35292,7650
23567,1975
70910,9037
117886,5031
63095,1355
36372,6911
54869,3604
89709,805
106108,526
81768,743
14849,4324
128775,971
26353,1546
8259,4485
8976,3347
125149,15847
92493,6754
142312,4336
95028,1584
128202,9257
46733,8969
64307,552
77175,1155
137888,3961
59711,3098
35564,6441
49437,776
43472,1656
7869,626
28089,895
34228,2594
50085,619
135565,4482
56307,5885
52142,3121
78610,4295
116219,1868
94840,942
13947,895
11002,985
24414,969
28365,1948
24668,856
5075,2346
478,928
152850,13702
15282,2681
37911,1056
18351,837
53909,1030
34518,7218
61709,716
154455,8176
139544,1024
8787,5451
22010,1610
12109,13111
22952,8361
126498,746
15037,2184
74567,6796
86516,675
2659,8107
133669,1840
146295,7679
118362,4438
58810,847
67990,2060
22746,665
72954,4674
86661,1417
126688,471
50290,1008
141521,2973
32740,2279
29516,4344
50939,1061
98696,559
53798,2012
166,8811
31481,1132
48781,10685
139251,2618
109869,6773
26314,3238
140600,4702
102932,7037
112782,5140
55077,4155
63278,3404
87960,11116
18028,2753
12812,10367
37989,3151
31510,4764
28795,743
38547,2297
104648,1884
76229,5125
67494,628
123950,684
155,1176
141559,1080
13560,4826
132161,789
87969,814
129295,1147
3730,764
37675,544
32602,1220
16932,5993
149130,5777
32129,17892
72516,8426
137488,772
81557,663
18069,6221
76975,6522
84246,516
105400,11746
33866,10772
36826,15948
144302,716
21310,1637
109089,1305
18099,2870
59042,1689
25556,743
95648,1857
91353,2739
120987,4244
12330,666
69615,544
35379,8127
37923,367
587,727
9346,1017
22251,3669
46305,10078
43732,10546
149960,602
2689,4437
28356,1452
6304,11523
122232,2246
81835,830
7144,2300
131717,1235
95665,2553
140659,689
25630,13629
97756,7028
146108,1607
32994,1407
431,1079
92051,666
26819,4637
55426,4523
9752,3222
139076,16506
147226,2170
20095,3731
8438,5639
26170,10032
132197,2294
33691,2891
1283,666
56481,11088
119052,755
115357,3115
52756,492
19084,3959
31852,926
37476,886
54400,737
105487,11094
110454,991
80685,576
62987,10681
125576,5152
133663,4425
5906,3810
124661,540
31875,1637
11205,485
39901,789
67843,5184
20074,3081
17071,8731
129951,726
33380,11873
89087,8650
125147,1781
109472,5431
137701,2648
4135,878
132970,2753
131354,13582
65794,9069
11116,1443
6530,1625
37711,17224
80257,2689
85445,6335
5353,904
138043,17315
37991,5093
17060,2459
152110,1376
152456,1749
6710,5524
37895,1330
57828,1100
75939,5638
152872,816
33243,13464
27921,3273
122775,1919
25373,13367
61001,7234
71947,4827
133623,7806
137924,4758
8872,5911
103850,5073
27792,5221
88664,489
2604,1061
24777,6733
21253,3756
18658,4650
41971,3199
26943,1056
23648,1026
91179,411
19165,7233
151426,6416
13565,2830
153335,921
81816,1046
100417,14489
29118,684
16175,983
18489,10012
6823,9476
27624,10814
32914,1004
114586,873
781,8722
146011,4504
18133,628
96334,6145
96468,580
142055,6499
5774,1389
7147,2291
78707,3240
6787,4199
9283,1359
63870,11434
143891,871
18708,2507
63878,1651
37823,13853
10800,13214
37489,475
67263,12360
148066,2537
48777,8614
70202,3107
30651,10706
33540,803
74071,10888
93269,540
69286,1168
143996,15152
78258,10874
96111,15829
65633,11873
121673,17472
68673,7978
111672,977
14357,2896
83457,7665
126468,458
13140,4330
24159,12078
69184,4558
50669,571
86544,625
45232,3750
44629,956
55718,7508
22974,2141
18474,9897
154553,1007
138593,11161
97852,4764
62032,6416
37563,4685
19446,677
9579,2610
129350,1569
146424,1207
91006,6944
473,3580
5514,2942
7345,8317
6304,1312
36112,2318
137660,2971
81912,4558
42891,3064
29055,3489
37940,4078
87896,5889
33928,830
18322,675
26928,5088
37854,1377
122788,9343
10735,743
28228,2172
149817,6871
151716,2184
153741,5766
111487,777
133611,1115
50601,1945
65428,6962
66707,806
24544,1345
138999,16547
37820,1020
145361,6354
124302,2946
36283,816
102304,703
17073,12929
47299,4475
146964,1415
103864,2202
26240,4794
18681,853
40785,687
133715,1015
35277,9784
5347,1780
96044,5283
41800,3651
49733,465
9186,468
7896,12226
140905,1265
8805,3812
26271,795
148087,1436
73997,3825
19675,958
10956,7130
131234,1968
103302,687
140629,1431
92573,503
13695,3507
132503,8488
154324,710
45603,2473
62424,2147
145047,714
67155,5102
138782,957
138808,689
13265,742
7531,13096
17069,526
144565,625
125736,1040
42821,604
43619,4382
68920,5062
2839,3105
94848,6098
117666,1897
5105,3660
32828,666
146150,776
5523,5684
150787,8471
26201,6848
108899,10164
1493,2760
133168,2988
42963,2956
22436,1187
7999,2712
62812,6146
94788,3128
70553,814
130349,5858
25122,739
83369,8176
23284,1299
83820,485
53072,14239
11739,759
137469,2772
93808,3892
54220,2314
46850,972
11079,18007
139401,829
120312,7279
3471,572
145544,11221
33632,7554
116859,1878
84045,887
6468,4788
128046,765
30447,15395
38474,1031
34051,10302
21467,12078
77984,1023
21621,2909
33787,2158
147256,1410
27386,7699
1265,3496
84730,3338
26502,18709
132723,1061
99134,394
10151,749
76256,4840
137328,4140
28854,3845
5469,5266
57775,4390
141330,2818
20148,2536
13428,840
14075,3936
152889,2551
62539,584
42092,1251
26029,992
78229,6352
55506,801
137069,1878
68926,2685
110384,1415
109458,1613
4945,6174
145298,1565
16029,421
65697,2441
109079,5140
142077,16112
36727,2423
6643,447
95286,717
154297,827
119119,1048
48868,11184
147159,424
69122,9377
12274,680
68099,2596
27766,9900
35878,4379
35912,14057
14018,2270
33848,1547
104195,625
64429,4896
92197,7162
80073,1406
119654,482
2023,3675
37453,921
73445,1550
23705,1041
114914,2473
113175,7680
18313,5595
107539,1689
9596,1727
100483,2596
82617,9572
154834,1601
12087,3597
30555,10499
5110,645
100082,5034
12965,5633
117322,666
146451,15756
89464,2549
40372,5197
19873,9095
145016,11029
115725,2694
26832,13088
12065,677
141877,6272
19033,1076
108777,9261
23915,1040
117235,907
14114,18559
67695,807
7870,2896
76865,7134
1712,11760
80102,2320
12949,1286
10410,648
134153,1135
68056,7503
122721,1403
37375,423
21727,505
38787,531
25880,3968
91396,672
55147,1689
153728,4387
41321,1588
88199,819
6020,5169
101604,1631
56447,928
9496,1856
104555,2345
136998,716
29725,11708
27826,1441
81942,2617
83986,6369
149109,7743
8894,5242
8706,552
66912,2923
67260,1331
27044,3126
3754,6814
108821,6814
57804,601
5953,895
20567,3840
22700,2838
44638,4563
24903,882
1072,6466
55731,3941
119246,6097
64028,9293
144129,544
85457,1599
25122,936
93980,544
23387,4486
43541,6047
34926,5464
58005,1046
34155,6108
108255,616
145643,8975
82566,672
55533,928
125,1343
98605,863
79751,4562
15997,1612
125588,3416
4258,574
100500,918
33063,1024
43950,8874
26622,3003
37643,13182
76272,834
24972,5879
120029,2129
124447,3625
30841,7423
77794,723
84080,10567
98989,4737
64946,872
93471,1046
76971,4988
23018,11519
145363,984
133533,12308
92949,7587
105432,3669
25359,5373
55419,661
30307,3376
38714,2043
70119,4559
153240,2482
21214,943
26806,8774
89489,7155
34493,995
125200,1896
45838,9253
147977,2861
34080,1257
95457,778
9503,1843
69519,1848
112990,953
39071,4125
108212,930
59765,4678
17153,13214
137050,581
1441,900
34964,459
46857,2079
33927,3447
6910,3114
86205,5551
123257,5555
35774,743
18814,6479
2403,983
138051,5590
97661,6768
27193,622
28375,2351
11358,984
127896,3530
61063,2869
148702,1240
102,12336
109787,803
39279,802
78815,10164
4484,8537
37667,7766
23455,2347
136511,597
126303,2913
124917,3820
104797,936
29956,5408
92601,6318
4352,1415
34120,1690
64027,1777
125426,2333
140938,1697
48355,789
115053,1279
141214,5139
21071,17772
94439,12477
88340,1031
147603,1955
83588,798
101015,8408
89570,5355
123287,579
28082,3160
7788,1438
12438,802
63530,1269
60920,1114
18205,8012
153686,689
63936,936
30111,1155
23898,1333
96722,1577
56492,9088
1645,1092
7099,666
25444,1443
154544,3985
51399,2840
36887,2818
127734,1755
27645,561
122811,1758
28671,1981
151353,505
90353,2873
42080,4781
137244,1437
3631,3659
25937,13667
104576,5027
90536,1827
9374,537
3191,2539
8998,691
7125,11719
53352,1349
117360,7437
31530,593
150949,5636
30620,1341
26035,1670
36733,15335
145128,2712
72930,928
21223,1056
9575,430
37487,2918
128563,2312
1335,5426
104131,18236
10749,1583
89881,698
29300,810
120575,732
22420,11248
135870,10888
141706,684
29958,2330
41424,807
163,1041
131743,473
29634,1641
23290,11310
38463,575
16052,2164
32746,2458
113132,608
59353,745
153812,554
60428,1786
136614,694
106297,1163
24022,428
154249,4586
116981,2240
6548,1027
89818,5292
63037,7086
70017,16914
69252,3301
76373,3522
141028,979
31174,898
99853,4591
27605,963
26715,3180
96774,2426
27410,1066
99071,7950
71229,4830
57022,737
32371,12880
18682,414
146494,672
57009,1103
12411,1207
37571,2409
17993,945
10385,1899
19322,3714
23312,6349
54823,9549
46851,990
97539,14915
41568,1840
154363,5601
123279,625
97359,485
137478,551
140146,524
28141,1709
26545,5243
6008,631
44936,1819
35688,1783
14060,2168
1246,3550
119863,4386
22546,596
26055,472
31891,4221
104792,1218
97033,5132
42913,6340
39922,6092
60545,639
86269,9089
149340,2703
117407,4113
78213,4956
35262,3756
55099,1076
28402,829
28179,4525
9827,4372
11871,412
110719,5885
7967,2266
128955,717
40108,2347
22873,4872
31822,363
147992,942
17347,14558
101268,1406
24458,1779
50200,7877
23429,3506
27326,8139
11512,4620
11138,6455
114099,540
145788,936
13899,1917
31055,1232
7766,5606
5901,1847
118947,15404
29984,600
64309,611
74520,734
124865,638
136728,1097
25109,711
31463,3738
104211,871
130513,1238
28344,10681
37538,689
32368,1980
6721,4900
24226,6785
112020,860
78222,2333
40461,5152
31750,15673
28504,1637
73861,984
63133,4712
45033,9729
34594,833
87468,658
25169,11655
143401,680
98864,756
61929,10357
135509,702
10382,10428
65450,1577
90517,15695
83362,1059
90373,2311
36035,2729
18073,2892
18899,653
38067,5259
127810,2170
31328,3209
84416,669
129992,2852
24078,745
30682,2326
35585,1580
124481,3346
5782,774
119264,4568
147235,758
118413,769
19169,6917
9715,857
10699,2558
76559,1073
